comment,class_label
"Jednoznacne zaujimavy predmet.",1
"Stupnica hodnotenia bola stanovena az po napisani skusky. Pred tym bol znamy iba minimalny pocet bodov z cviceni a zo skusky, ktory treba ziskat. Znamky uvedene vo vysledkoch su odvodene iba z hodnotenia skusky, cvicenie zavazi len minimalne a aj to iba v pripade ze ma z neho student plny pocet bodov. Prednasky su velmi dlhe a detailne, clovek sa to snazi naucit (a z casti aj nauci) podrobne podla nich a na skuske nakoniec staci mat o vsetkom len zbezny prehlad.",-1
"Divim sa, ze tento predmet je za 6 kreditov a napriklad MKP za 5, lebo ich casova dotacia je rovnaka a narocnost presne opacna. DU a projekty boli primerane ucivu, zvladnutelne; pisomna skuska tiez fajn, otazky jasne a z podstatnych veci; materialy boli vyborne - vsetko potrebne v slajdoch.",1
"finalne projekty/projekty vobec by mozno mohli byt zamerane na veci konkretne z preberanej latky, a nie, ze tu mate zadanie z pocitacoveho videnia a vygooglite si ako sa to riesi.  nevravim, ze sa hodnotili prisne, ale predsalen. nepiseme tu diplomovu pracu, ale mali by sme aplikovat poznatky z predmetu na nejaky konkretny projekt/ulohy. nemyslim si, ze projekty boli adekvatne prebranej latke. aj ked, ako vravim, boli hodnotene s rezervou samozrejme",-1
"Toto bol pekny predmet, brali sa tam zaujimave veci a dost uzitocne veci, nemam ziadne negativne sksenosti. Ucivo bolo zrozumitelne, skuska primerane zlozita, ziadne zakernosti. Urcite odporucam.",1
"koho bavi PC videnie urcite zapisat",0
"super cvicenia",1
"Nejasne stanovené podmienky hodnotenia.",-1
"Celkovo dobrý predmet so zaujímavým projektom. Neviem čo viac povedať, koho zaujíma počítačové videnie, tak sa to oplatí (okrem toho, nadväzuje na to viacero predmetov)",1
"povodne sme si mysleli ze cvika tvoria 40% znamky a potom sme zistili ze znamku tvori len skuska a teda mat viac ako polovicu bodov z cvik (co bolo treba na zapocet) bolo zbytocne...teda napr zbytocne sa velmi trapit s projektom",-1
"Vtipny vyklad uciva na hodine",0
"K oboru aplikovana informatika je jednoducho nepodstradatelny predmet",0
"najoblubenejsi predmet, ...spajanie kablikov je super",1
"Vyborny predmet. Pomer praca/kredity tiez velmi prijemny. Uvolnena atmosfera na cviceniach. Odporucam.",1
"vysledok cvik potesi ked to vsetko funguje ako ma..:))",1
parada,1
"Povinný predmet, ale určite jeden z najľahších. A za 5 kreditov - oplatí sa. Pomerne malá práca na cvičeniach, no za to zaujímavá.",1
"Pod pojmom ""hardvér"" som si predstavoval trochu niečo iné, než spájanie obvodov, ale myslím, že aj to k tomu patrí. Množstvo látky bolo však priveľké a veľakrát som sa v ňom strácal.",-1
"Zaujimavy predmet o absolutne elementarnych sucastiach PC, vysvetluje tu ""magiu"" vdaka ktorej mame dnesny digitalny svet.",0
"Zaujimave cvika, prijemny pristup. Primerana narocnost predmetu.",0
"Celkom jednoduchý predmet, ktorý naučí aspoň základné princípy fungovania PC po HW stránke. Na skúšku z tohto predmetu s radosťou spomínam.",1
"Tento predmet ma fakt bavil, pristup skvely vsetko super",1
"Velmi zaujimavy predmet s dvomi vybornymi starsimi panmi ktori naozaj vadia ucit... tolko zaujimavych veci som sa davno nedozvedel a skladat obvody ma neskutocne bavilo... Iba prednasky boli trochu narocnejsie na chapanie ale s obsahom preberanej latky sa nic neda robit",0
"Zauimave cvika, sice do noci, ale stoji to za to.",0
"skvelý predmet, veľmi ma bavil!",1
"Skvelý predmet pre ľudí, ktorí chcú spoznať aj úplné základy fungovania HW.",1
"K prednaskam sa nemozem vyjadrit, lebo som bol len na jednej, cvicenia som absolvoval vsetky a nemam ziadne vyhrady... ale... je tento predmet naozaj potrebny?",0
"z dovodu telesnej vychovy v case prednasok HW som sa len par krat zucastnil tychto prednasok, tak hodnotim skor cvicenia, a tie boli zaujimave a dobre spracovane",1
"dozvedel som sa nové veci okolo log. obvodov",0
"Zaujimavy predmet, hlavne principy a zapojenia TTL",1
"Je cítiť, že je to 8-kreditový predmet, čo sa týka záťaže a tempa, akým sa ide. Pokiaľ ale človek chce a je ochotný sa mu venovať, nie je problém dať ho na A (ktoré ale rozhodne nie je zrovna zadarmo :) ).",0
"Nepodstradatelny predmet pre AINF",0
"Urcite narocny ale obohacujuci a dobre oduceny.",1
"Zaujímavý, ale asi najnáročnejší a najdôležitejší predmet. Dôležité je pripravovať sa na rozcvičky.",0
"musela by som mat 10x dlhsi den ako je teraz..:P ale inak fajn pekne farby..a skakajuce opicky.. este skusit mozno preberat pomensom mnozstve za tyzden bo 2 prednasky stak velkym mnoztvom noveho uciva je nezvladnutelne pre zaciatocnikov aj ked ich to bavi.. inak super predmet..:))",0
"Povinný predmet, takže absolvovať ho treba. Čo hodnotím ako negatívum je príliš veľká rýchlosť na prednáškach - mnohí, ktorí s programovaním nemali také veľké skúsenosti (prípadne nemali také skúsenosti s lazarusom), mali spočiatku dosť problémy. Taktiež nechápem významu niektorých látok. Ale pozitívne hodnotím veľmi dobrú stránku s prednáškami, prednášajúceho, ktorý naozaj vie vysvetliť a aj niektoré zaujímavé programy.",-1
"Programovanie bol jeden z predmetov na ktorý som sa tešil. Trpké bolo moje sklamanie, keď som prišiel na to aké množstvo látky preberáme a ako veľmi zaostávam. Predmet ako samotný je zaujímavý, len keby bolo viacej času venovať sa niektorým veciam do hĺbky.",-1
"Latka sa prebera pomerne dost rychlo, co ma sice za ucel naucit studentov vela potrebnych veci za jeden semester, ale podla mna to posobi skor kontraproduktivne, najmä pri takych ludoch co sa s programovanim pred VS nestretli/stretli iba trochu.Navrhol by som tematicky ostro oddelit, alebo pripadne aj uplne vynechat pracu s TRobot. Dovod je taky, ze vela ludom sa mylia prikazy prace s robotmi, a prace s holou grafickou plochou. (Napr. viackrat som uz videl zapis Image1.Canvas.cs)",-1
"Najlepsie zvladnuty predmet, aj prednasky aj cvika mali vysoku uroven, boli zaujimave, pokial sa clovek pripravoval nemal problem. Asi jedine prednasky na ktore sa oplati chodit. Jedine test z programovania bol nadsadeny, skor cloveka odradill ako pomohol.",0
"Pan Blaho to berie prilis vazne... Zapoctova pisomka z ktorej je priemerny pocet ziskanych bodov 6 z 25 neznamena ze studenti su blbi, ale ze vyucujuci to mysli az prilis vazne.. Je to strasne tazke spravit samo o sebe a ked nemam sancu dostat z pisomky aspon polovicu bodov tak potom gg.",-1
"No programovanie je uzasny predmet ale preberieme neuveritelne mnozstvo latky za tak kratky cas... neviem ako ostatny ja som to veru nestihal a podla mna by sa kludne pascal mohol vynechat malo by sa programovat v Cku a ucivo z druheho rocnika rozdelit medzi druhy a prvy a bolo by to zvladnutelnejsie... takto sa zbytocne ucime kvantum informacii ktore ani nebudeme potrebovat lebo v pascali dnes uz nikto neprogramuje...",-1
"neuveritelne vrazedne rychle tempo pre studenta co prvy krat v zivote programoval! logicky by som tie programy zvladala ale tolko vela prikazov a procedur :( o to ani tak nejde ale potom sa to nestiha precvicit...mozno by som navrhla mat 2 az 3 cvicenia z programovania za tyzden... to 1 bolo pre mna malo",-1
"Skvelí predmet, skvelo vysvetlený, škoda len že sa nevyučuje v inom jazyku, napr C.",1
"poprve: zda sa mi ze styri hodiny prednasok a dve hodiny cvik su strasne vela pre zacinajucich studentov, predmet sam o sebe je dost tazky, hlavne tie neskorsie veci. programovat ""hry"" moze byt pekne a zaujmave, a lazarus moze byt celkom fan uvod do objektoveho programovania, ale c# nie je o nic zlozitejsi, ale je to ovela pouzivanejsi jazyk ( plus nerobi 5MB execka) prednasky boli pre mna nezaujmave, boli pristupne na nete, co chvalim, ale ked aj programoval prednasajuci nieco ine, navyse, tak len kopiroval kod, alebo odpisoval z papiera, co je sice prakticke, ale moc som sa z toho nenaucil...nedalo by sa to nejak ozivit?",-1
"ucivo pocas semestra bolo priemerne narocne, avsak semestralna pisomka bola uplny zabijak, teda aspon podla mna. a vlastne aj podla viacerych ludi",-1
"programko je zabijak",-1
"Z hľadiska množstva vedomostí vie človek na tomto predmete určite získať veľmi veľa. P. Blaho programuje všetko pred zrakom poslucháčov, je dobré doniesť si notebook a skúsiť programovať spolu s ním, zlepšuje to zručnosti a dá sa tak mnohokrát aj veľa naučiť. Keďže má tento predmet obrovský záber, je podľa mňa aspoň vhodné, aby mal človek nejaké základné znalosti v programovaní - uľahčí mu to prácu, ktorú bude musieť vykonať na prejdenie predmetu. Podmienka to však určite nie je, tento predmet zvládnu určite aj úplní nováčikovia v programovaní, budú však na sebe musieť veľa pracovať.",0
"Programovanie(1) je zaklad pre kazdeho informatika, no Lazarus IDE je podla mna ako kosa na kamen, kto nezazije, nepochopi",0
"Najlepsi programovaci predmet ain. Na prednasky sa chodi aj po prebdenej noci. Na cvicenia sa nechodi, nie je dovod. Tie su vymyslene perfektne, postupne tazsie a tazsie ale nic co by sa po par hodinach nedalo urobit.  Ziadna debilna rekurzia, len pointre (ktore tiez nepotesia, ale daju sa prezit, najma vdaka vyborne zadanym cviceniam). Odporucanie: robte si cvicenia sami, zide sa to.",1
"Dolezity predmet v zabavnom podani. Urcite to stoji za to.",1
"Niet pochýb, že je to užitočný predmet. A aby bolo jasné na náročnosť sa nesťažujem, šli sme trocha rýchlo, ale tak to musíme ak máme stihnút celé kvantum učiva... Myslím, že je to jeden z najužitočnejšich predmetov na na 1. stupni.",0
"Chcelo by to este trochu lepsie studijne materialy, alebo obsiahlejsie slajdy, ktore aj vysvetluju, preco veci funguju ako funguju. Nie, aby sa to vsetko clovek musel dozvedat na cviceniach od cviciaceho ...",-1
"Super predmet, C++ sa vzdy zide",1
"Bolo by vhodne aby sa na prvom cviceni viac venovalo zakladnej syntaxi jazyka C++. Takto je to ako byt hodeny do hlbokej vody. Nie kazdy programuje v C od narodenia. Inak predmet je to zaujimavy, zadania cviceni tiez. Jeho prednasky su velmi zabavne :). Akurat su vysoke naroky na prejdenie. Treba ziskat aspon 221 bodov z 300.",-1
v,0
"Perfektny predmet. Tak ako kazde programovanie. Odporucam lebo C++ je super jazyk.",1
"Skvely predmet. Jeden z najlepsich v druhom rocniku.",1
"Dosť dobrý predmet, super prednášaný. A dobre riešené cviká, kedže na ne fyzicky netreba vôbec chodiť :-)",1
"uplne vtipne prednasky da sa na nich dost nasmiat a dobre je to cele vysvetlovane aj prednasky aj cvicenia",1
"vynikajuci predmet, to co sa prebralo sa urcite vyuzije dalej, vyborna organizacia, cvicenia sa dali programovat aj doma a vzdy bolo na ne dost casu ich vypracovat",1
"Jedna sa o povinny predmet takze je nutne ho absolvovat. Predmet ako taky bol fajn a pacil sa mi a aj jeho organizacia. Mozno co by som trochu pozmenil je aby prednasky obsahovali viacej informacii, ktore by pomohli pri rieseni cviceni. Lebo clovek co nikdy v c++ nerobil ma potom velke problemy to pochopit a spravne spravit cvicenie. Ale to iba tak na okraj. Inak by som nemenil zo zasady nic.",0
"Velmi dobry predmet. Klady:+Dobry vyucujuci+Dobre podana latka+Kto vie C++, nemusi chodit na prednasky ani na cvicenia+Cvicenia sa daju robit z domu+Skuska sa da robit z vlastneho pocitaca+Velmi dobra organizacia predmetu+Zaujimave a casto krat aj zabavne prednasky, hoci osobne som absolvoval len malo Zapory prakticky nie su.",1
"na cvikach sme nerobili skoro nic. enaucil som sa v c-ckku urobit samostatny program, robili sme len pomocou testov, takisto sme nerobili ani s obrazkamii. Inac bol tento predmet super.",-1
"Veľká spokojnosť so systémom cvičení.",1
"Pacil sa mi sposob cviceni, a ze na ne bol dostatok casu.",1
"Naucit sa robit v C a C++ je podla mna pre programatora ako vediet citat alebo pisat ....",0
"Viem, ze sa to vola programovanie(4), ale je to Java. Prednasky su skvele. Mam par pripomienok: 1. Preco nie je v letnom semestri druheho rocnika?    (vela bakalarok sa robi v jave a nie kazdy ju ovlada) 2. Cakal som vacsiu podobnost s programovanim(3), kde    sme sa viac ucili jazyk - vdaka sposobu cviceni. Takto som    mal pocit, ze prepisujem pascalovsky kod do javy. Doteraz    si nie som uplne isty ako skutocni programatori pouzivaju    exceptiony. 3. Naco stromy a kopa rekurzivnych uloh? Miesto toho by som     ocenil skor spolocne postupne budovanie velkho projektu (opis myslenia skuseneho programatora pri tvoreni projektu z mnozstva tried). Keby sme miesto pomerne zlozitej logickej ulohy kazdy tyzdenurobili cast toho velkeho projektu(pokojne aj velku a narocnu cast), aspon mne by sa to pacilo vacsmi. 4. Hoci su cvicenia povinne, vela som sa na nich nenaucil. Myslim, ze sa tam preberaju prilis narocne veci na to, aby som hned pochopil ako nieco funguje. Potom tam len sedim a cakam kym skonci cviko a doma sa z prednasky a googlu ucim zvysok. Zaver: Predmet odporucam, rozhodne jeden z najlepsich, pravdepodobne je len moja chyba, ze som cakal nieco odlisne. Cviciaci aj prednasajuci su pohode, system cviceni a domacich uloh by aspon mohol byt podobny programovaniu(3). Aj napriek pripomienkam by som si prog 4 zapisal znova.",1
"Trosku Lepsie by sa dali vysvetlit thready, inak pekne. Zaujimave domace ulohy.",1
"Predmet mohol byt perfektny, nebyt cviceni pana Petrovica. Inac velka vyhoda pre studentov, ze tento predmet existuje. Urcite odporucam (a vyberte si ine cviko).",1
"drina, ale oplati sa",0
"Chybou predmetu su rozne narocne domace ulohy roznych skupin cviceni",-1
"Predmet v pohode, nepriemne domace ulohy ale chapem ich. Zaujimave ucivo rovno k veci prakticke.. Dobre podmienky na ziskavanie bodov..",0
"vyborny predmet :)",1
"Urcite by som povinne cvicenia nahradil nepovinnymi.",0
"Predmet nie je sice zaradeny v bloku povinnych predmetov, ale povazujem ho za kriticky dolezity pre buducich programatorov, nakolko objasnuje viacere principy vo vseobecnosti a oboznamuje studentov s jazykom JAVA aj podrobnejsie. Pre mna bol tento predmet velmi velkym prinosom, vyzadoval dost samostatnej prace, ktora vsak neostala neocenena, co sa mi velmi paci.",1
"Prednasky Borovanskeho su vzdy kvalita, kazdopadne cvicenia mi uz pri neustalom opakovani imperativneho programovania pridu zbytocne. Ovela viac da prax z domacich",0
"Dobre zaklady javy.. skoda ze ju uz moc nie je vidno na webe..",1
"Podla mna velmi dolezity predmet pre informatika, len prilis vela prace, kazdy tyzden 1-2 vecery zabite ulohami, cast uciva sa mi zdala zbytocna.",-1
"Vyborny predmet. Naucil som sa kopec zrucnosti v programovani + naucil som sa javu.",1
"Zbytočný predmet.Jedna prednáška zo začiatku semestra v miestnosti C o diplomovkách v danom zameraní mi dala omnoho viac.A ak niekoho zaujíma, kedy sa ktorý vyučujúci narodil a čo naprogramoval, tak má predsa k dispozícii google.",-1
"Predmet mi pripadal trosku zbytocny, chapem tomu, ze jeho cielom je prinutit studentov, aby si vybrali temu diplomovej prace. Myslim, ze fakt, ze predmet je mozne prejst na B, bez toho, aby sa clovek co i len raz na nom ukazal a cokolvek spravil (stacilo by zohnat par ludi do skupiny, ktori by spravili interview, webstranku, prezentaciu ) hovori za vsetko.",-1
"Zmysel predmetu bol pomoct studentom vybrat si temu diplomovej prace.. mne osobne velmi predmet pri vybere nepomohol",-1
"Zadarmo 2 kredity, ale treba tam chodit, ale tento predmet je uplne ZBYTOCNY, a je povinny. ale vsak co, zadarmo dve kredity, dokonca do prezencky ma obcas zapisovali spoluziaci, ale pšt.",-1
"Kedze som mal temu diplomovej prace vybratu uz davno, bol tento predmet pre mna viac ako zbytocny. Pre cloveka, ktory ale nevie co si ma vybrat moze byt uzitocny. Prezentuju sa tu temy urcitych veducich. Bohuzial dokym sa doprednasa posledny, tak malokomu ostane este volna tema ...",0
"Jednoducho a dobre,  tomuto predmetu treba vymysliet obsah. Alebo zrusit",-1
"je to asi zbytocne",-1
"staci prezentacia na spravenie predmetu. Je to dobre pre nerozhodnutych studentov ohladom diplomovky.",0
"Dosť zbytočný predmet.",-1
"Nejaký ten rozhovor s niektorým učiteľom z fakulty, prezentácia, webstránka a zopár ráz sa otočíte na prednáške a máte tam Ačko.",0
"Zabitý čas.",-1
"Dobry predmet pre tych ktory nevedia u koho si mozu zapisat aku diplomovku.",0
"toto je jeden z mala predmetov na ktore som nemusel muklovat a bol som spokojny, lebo obsah mi nieco dal a clovek sa dozvie a o pomeroch/ludoch na fakulte.",1
"Fajn predmet. Dozviem sa co potrebujem.",1
"Je to fajn predmet, veľmi prospešný na vybratie diplomovej práce.",1
"ako, predmet tazky nebol, ale ja si myslim, ze si vacsina ziakov aj tak vyberie veducich diplomoviek uz davno predtym.. pre mna zbytocny predmet",-1
"Mam pocit, ze tento predmet je trocha zbytocny. Robit prezentacie o ludoch z katedry kvoli vyberu diplomovky sice nie je zly napad, ale tym, ze na zaciatku semestra boli zorganizovane na fakulte prezentacie z oblasti grafiky aj umelej inteligencie, kde sa prezentovali ludia a ponukane temy, tak toto uz asi nemalo velky zmysel.",-1
"pre toho kto si nevie vybrat temu a skolitela na diplomovku je to zaujimavy  predmet",1
"Cudny predmet ale treba aj kredity zadarmo :-))",0
"Možno má predmet dobrú myšlienku - pomôcť študentom nájsť si/vybrať si diplomového vedúceho, ale neviem, či niekomu aj reálne pomohol. Bohate stačí zoznam vypísaných tém od každého učiteľa na stránke katedry AIN.",0
"Neviem na co je dobry tento predmet.",-1
hroza,-1
"V tomto semestri sa nám na hlavu valia samé projekty a pridáva sa k nim aj jeden, ktorý má aj vlastný predmet.Neviem , čo presne je cieľom tohto predmetu-či to aby sme vytvorili nejakú dobrú funkčnú aplikáciu, alebo aby sme sa naučili tie veci okolo, ktoré až tak s programovaním nemajú moc spoločného.",-1
"človek si uvedomí, čo všetko už vie a a čom ešte treba popracovať...",0
"Tento predmet bol podla mna dost nadsadeny alebo to tak aspon bolo podane na prvej prednaske. Chceli od nas veci ktore sme nemali odkial vediet. Teda mne osobne to nevadilo kedze nemam problem so samostudiom ale niektori ludia s tym dost velky problem mozu mat. Uvediem priklad. Ludia co nespravili programovanie 1 (teda logicky nemali ani 2-ku) nemali inu moznost ako si dat Webovsku aplikaciu.. No a kriteria na webovu aplikaciu bolo dost strasne nakolko vacsina ludi napr. nevie co je framework a museli ho tam pouzit.",-1
"K tomuto len jeden komentár -> človeka to naučí celkom dobre programovať, čo je pravda, ale prístup vedúcich projektov je na zamyslenie, keď po nás najprv chcú, nech všetko odovzdávame na čas (s tým, že keď sa omeškáme budú penalizácie atď) a potom, keď to odovzdám, mi za tri týždne nedojde ANI SLOVKO o tom, že aké mám hodnotenie za danú etapu, ale aspoň len vysvetlenie, že ""Prepáč kamarát, ale momentálne nemám až tak veľa času pozerať na to čo si vyprodukoval, tak počkaj nejaký čas a keď si nájdem čas tak ti to ohodnotím""",-1
"predmet ktory uci do praxe, odporucam si zvolit taky projekt, s ktorym budete moct v buducnosti nieco aj vytazit,zabudnite na pascal, radsej si dajte PHP alebo C++, s ktoym sa potom mate sancu aj uzivit",0
"uz pomaly teba odovzdat druhu etapu a este stale nie su vysledky z prvej etapy",-1
"Kedze sa jedna o povinny predmet tak je ho potrebne spravit. Je fajn ze narastol pocet kreditov moznych zanho ziskat. Aspon o ten jeden v zime a jeden v lete. Takto maju studenti vacsiu motivaciu a chut do toho predmetu a daju si na nom aspon podla mna viacej zalezat.",0
"moj ""tutor"" mi stale neodpovedal na maily",-1
"Kazdy robi co si vyberie takze sa nemusite bat, ze vas to bude nudit, ale nezabudnite zvazit svoje skilly =)",0
"Tento predmet je dobry ale ma vela uskali ktorymi by studenti mohli byt lepsie vedeni ... V prvom rade je problem nastavit si latku a to aby student vedel odhadnut svoje schopnosti (s tymto mam problem nemyslim si ze len ja ale viacero ludi) ... Je mi jasne ze vzhladom na to aka velka roznorodost moznych tem tu figuruje je tazke konzultacia konkretnych problemov ale niekedy to natahuje cas a clovek nestiha odovzdat vcas ... Prisnost hodnotenia predmetu este nepoznam lebo mi nie je znamy pocet bodov zatial ale podla mna by sa mohlo trosku benevolentnejsie pristupovat k penalizacii za neskore odovzdanie ...",-1
"myslim, ze nazov je pritazlivy, ale naozaj sa nic moc nehovori o sematickej interoperabilite. teda urcite nie o tom ako by sa to dalo urobit, naplanovat alebo naprogramovat",0
"predmety s panom Popperom su take ine ako ostatne. Sikovny cloviecik, vselico porozprava a vyzna sa vo vela oblastich informatiky a zdravotnictva ale akonahle sa ide k teme predmetu tak to je gulas vselijakych vyznamovo a syntakticky poskodenych alebo nejasnych viet, casto krat na 5 riadkov. Ale aj tak z toho nemam zly pocit, lebo keby tento pan rozpraval aj po hebrejsky tak posobi pozitivnou energiou a clovek z neho ma radost.",-1
"Tretina semestra su uvodne filozoficke kydy, zvysok semestra sa prebraju dve jednoduche udajove struktury. Ano, naozaj sa cely obsah tohto predmetu da odprezentovat na jednej 3hodinovej prednaske, p. Popper si vsak 3kreditovu dotaciu obhajil uz tradicne nezrozumitelnymi slajdami, ktore chodia cely cas okolo horucej kase a nakoniec od nej aj tak odidu. Tych dokopy 150 slajdov, ktorych vyznam clovek desifruje cca 2 dni sa dali vtesnat do 5 kvalitnych slajdov, ktorych pochopenie cloveku zaberie jednu cestu elektrickou z FMFI do centra...",-1
"staci si spravit 1 cely den volno, kvoli nastudovaniu jedneho clanku, takze oplati sa",0
"anketa bola - napriek mojim pripomienkam - ukončená priskoro, takže ste nemali možnosť vyjadriť sa potom, keď ste zistili (aspoň niektorí, ale môj pocit bol, že väčšina), že i ten teoretický obsah v tomto predmete je zaujímavý a užitočný. mal som dojem, že na prednášky chodilo málo ľudí kvôli negatívnejším ohlasom z minulého roka, keď sme predmet testovali prvý raz a hlavne nám vtedy katedra nedala skoro žiadnych cvičiacich (čítaj jedného cvičiaceho na povinný predmet celého ročníka), čím trochu poškodila celému predmetu. celková rada: menej čítajte názory ostatných študentov v ankete a radšej sa viac orientujte podľa seba, každý to vidí inak. tento rok to bolo s podporou vašich projektov o kus lepšie a aj vaše projekty boli prakticky všetky výborné a dotiahnuté do konca. niektoré skupiny zápasili s tým, že niektorí študenti ukončili štúdium počas semestra, ale sám som bol prekvapený, ako ste to všetko napriek tomu výborne zvládli. ďakujem za myšlienky z anketových príspevkov. súhlasím s tým, že dva semestre by boli lepšie, bohužial na to už nie je v našom študijnom programe priestor, aspoň zatiaľ nie. Práca na jednom veľkom projekte by asi nedopadla dobre - jednak každý by videl poriadne len ten svoj malý kúsoček, čím by asi prišiel o širšiu škálu skúseností o ktoré sa snažíme, no a potom - bolo by tam trochu veľké riziko, že sa projekt nepodarí dať celý dokopy... veľký projekt si vyžaduje oveľa dôkladnejšiu analýzu, špecifikáciu, manažement. Pracovať pod vedením profesionálnych tímových lídrov by bolo určite geniálne, ak o nejakých viete, poznáte náš mail ;). nad tými návykmi budeme rozmýšľať - aj vy rozmýšľajte a prípadne nám ešte nápište (http://dai.fmph.uniba.sk/courses/tvorbaIS/feedback.html) napriek tej nižšej účasti na prednáškach bolo v tomto ročníku veľmi príjemné učiť, vďaka za to.",0
"Kedze sa mi prednasky kryju s predmetom, ktory musim urobit, velmi som na nich nebol - tie na ktorych som bol sa mi zdalo v poriadku. Inak je to predmet z ktoreho som bol znechuteny hned po prvej ulohe, kde bolo treba pisat par A4 nudneho textu. To pokracovalo polovicu semestra, nastastie sme sa striedali. Pana Petrovica si velmi vazim, tento predmet ma vsak otravuje. Myslim, ze miesto toho by sme mohli v 3. rocniku dostat par kreditov navyse za bakalarku.",-1
"Zakladna myslienka predmetu je v tom, ze 5clenny tym studentov vyvija jeden semester aplikaciu ako v reali, vratane vsetkych dokumentacii. Kedze nikdy predtym sme sa s nicim takym nestretli, tieto dokumentacie su zvacsa znoska hatlanin. Programovali to dvaja ludia, zvysni pisali hatlaniny. Toto pisem este cez semester, takze netusim, ako to dopadne s hodnotenim. Este jeden postreh pre tych, co si to v buducnosti zapisu - vyberte si dobrych a zodpovednych ludi do tymu a snazte sa vyhnut pozicii veduci skupiny, lebo si budete pripadat ako student manazmentu a nie informatiky :D. Na tomto predmete som sa naucila, ako komunikovat s ludmi, co sa tyka informatiky mi to nedalo absolutne nic.",-1
"je to povinny predmet asi niet co riesit, myslim, ze je tam prilis vela papierovaciek dopredu pred samym projektom a potom aj tak vyzera ta zhodnost dokumentov s projektom",0
"Zmätok v organizácii a tlmočení požiadaviek na študentov.",-1
"Predmet pre mna povinny nebol priamo zaujimavy kedze islo hlavne o pisanie dokumentov, vnimam to ale ako nutna znalost informatika... Prednasky dost nezaujimave aj ked sa prednasajuci snazi a je ok, pozvani prednasajuci boli ale obcas velmi zaujimavi.Vdaka predmetu som ale spoznal novy php framework (ktory sme si vybrali vramci tymu) a celkovo mi prakticka cast projektu nieco dala.",1
"Predmet je zaujimavy z hladiska timovej prace, a realizacia projektu, ktory bude naozaj niekym vyuzity. Poskytne prehlad ako by mali vyzerat formalne dokumenty pre realny projekt.",1
"projekt bol zaujimavy, kazdemu sa hodi skusenost pracovat v time, no predmet si vazne vyzadoval vela casu a prednasky neboli prilis uzitocne",-1
"Cielom predmetu je vypracovat projekt v teame - projekt samotny je ok, ale treba sa teamovo stretavat a zapisovat stretnutia do zapisnic a k projektu treba priebezne vytvarat dokumenty popisujuce projekt a celkovo je tam privela textov na napisanie.",0
"Projekt bol v pohode, ale 5 členná skupiny boli dosť prehnané, takisto papierovačky okolo toho boli najväčšia robota, ale aspoň človek získa predstavu ako to reálne vyzerá.",0
"predmet ma dobru myslienku, nevyzaduje vela vedomosti zo samotnych prednasok ale o to viac prace na projekte. narocnost predmetu teda velmi zalezi od vybraneho projektu. zo skusenosti mozem povedat ze pri narocnejsom projekte je potrebne predmetu venovat dost vela. na druhej strane v takom pripade je aj prinos pre studenta o to vacsi",0
"podla mna by mal byt projekt na TIS na cely rok , nie na semester, pretoze urobit vsetky dokumenty plus dokoncit projekt do uspokojivej podoby je neskutocny zrut caus.",-1
"V ziadnom pripade nedoporucujem (ale bohuzial je povinny). Sama teoria o tom jak pisat dokumenty k tomu co idete programovat (diagramy, katalog poziadaviek a ine srandicky..), jedine ten projekt to zachranil, ktory tvori 70% hodnotenia..Doporucujem predtym mat urobene implementacia dat. systemov, rocnikovy projekt a extremne programovanie a najst si velmi schopneho cloveka ktory vie riadit team.. inak si koledujete o problemy.",-1
"Praca na projekte v time bola zaujimava, ale ucivo na prednaskach sa mi zdalo absolutne nedolezite.",0
